f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31
2.06693500426335e-08,6.5707649497037e-08,4.43815221067835e-09,2.56364362393697e-07,2.11485531074763e-07,1.9391933960634e-07,2.12140973994972e-07,1.97543524276945e-07,1.19730765287204e-07,4.75839874412033e-08,1.23044405049312e-08,7.14434547674298e-08,3.103955002185e-08,5.18274962628838e-08,1.25348534913539e-07,5.62052950467942e-08,4.50997910871314e-08,3.05895205606287e-07,3.79005430168571e-08,1.81479842712167e-08,2.65349520165974e-08,2.00324542962483e-08,1.12133726272791e-08,2.52337903606367e-07,3.48819192382998e-08,2.91797402829086e-07,2.27789608854972e-08,2.95837169485304e-07,1.96745756102189e-07,6.46204526994363e-08,2.79469419950828e-07
3.79665615882722e-08,6.50158696067898e-08,8.66351186870174e-09,2.47529697566861e-07,2.03760718865349e-07,1.85540013811168e-07,2.06862948564974e-07,1.96289038284078e-07,1.13062896961858e-07,4.56040056340225e-08,2.17738385427521e-08,1.26742275059949e-07,5.6751946088955e-08,9.23192045441444e-08,1.20863942605449e-07,1.00007182615949e-07,8.0460050447522e-08,3.04977653960501e-07,6.77622995186443e-08,3.24418421753776e-08,4.79332406742587e-08,3.69506366195522e-08,2.0061629038635e-08,2.43303713897556e-07,5.99212271464047e-08,2.88731675881618e-07,4.22028751199013e-08,2.56826322229283e-07,1.64777361762921e-07,1.13268673035114e-07,2.64365947752302e-07
5.6243023900953e-08,6.37057247069569e-08,1.25872432702711e-08,2.32267641851238e-07,1.90542843266796e-07,1.71081424122199e-07,1.98068398754727e-07,1.94684781692703e-07,1.01439692645604e-07,4.24933393781256e-08,3.2830309834028e-08,1.79467157864494e-07,8.36680459125219e-08,1.32322975242529e-07,1.13283141485767e-07,1.41497324762894e-07,1.12551059080739e-07,3.04865185346306e-07,9.794542907752e-08,4.86963647290371e-08,7.12292006513603e-08,5.21893849224069e-08,2.65095801280842e-08,2.2871829226719e-07,8.57719035394767e-08,2.85871511605485e-07,6.22209075002218e-08,1.9293928152683e-07,1.12848941767519e-07,1.60774072692977e-07,2.41015900627513e-07
7.43974161777627e-08,6.20714033170099e-08,1.59866680344826e-08,2.12189550103798e-07,1.73370641304058e-07,1.52388609939692e-07,1.8649345699816e-07,1.92218345263401e-07,8.65350012353001e-08,3.89845991714506e-08,4.46906521211629e-08,2.23986503324946e-07,1.07107903540563e-07,1.67696677137538e-07,1.02420717412877e-07,1.76469325764092e-07,1.37919644780721e-07,3.03651456872034e-07,1.25421222740521e-07,6.53840888511219e-08,9.44942503417818e-08,6.45940687920769e-08,3.05111405400091e-08,2.08171785498908e-07,1.08561516555886e-07,2.80993747264644e-07,8.11256698986144e-08,1.28788506502699e-07,7.31171537753378e-08,2.00503364953856e-07,2.1059007432739e-07
9.27313400335027e-08,5.98938966507434e-08,1.9785074552229e-08,1.85536072978886e-07,1.50352144156617e-07,1.27406710211839e-07,1.70934311866157e-07,1.88717674559486e-07,6.6707602971447e-08,3.35918403448799e-08,5.60334128649081e-08,2.55102566715409e-07,1.24770952418351e-07,1.95004562844713e-07,8.90333751360141e-08,2.01387595979875e-07,1.54098552614199e-07,3.01375811870021e-07,1.47714463930808e-07,8.12890585484696e-08,1.16645830166126e-07,7.42719532684514e-08,3.25380455544106e-08,1.81232881109687e-07,1.23545685604241e-07,2.73970138412685e-07,9.96415237945812e-08,8.01626821420281e-08,7.44066948638488e-08,2.26276586539384e-07,1.71039236620967e-07
1.11220732660646e-07,5.7381437244512e-08,2.40046648803234e-08,1.5520962635543e-07,1.23930387616668e-07,9.88283489888209e-08,1.53186318269541e-07,1.84880398506203e-07,4.5367273267853e-08,2.67495284828254e-08,6.69469278316109e-08,2.7508952615041e-07,1.37463202598892e-07,2.15785295269549e-07,7.50578983173161e-08,2.17916165385154e-07,1.62579535010176e-07,2.99264277847512e-07,1.6593650165346e-07,9.68974111441417e-08,1.38118935227704e-07,8.14176371883312e-08,3.28227989702331e-08,1.51596455750821e-07,1.32966619833789e-07,2.67533283795586e-07,1.18425185816462e-07,7.92259137585933e-08,1.02222580178804e-07,2.41816338667901e-07,1.28518887490782e-07
1.29428256297917e-07,5.43634044443118e-08,2.76573960210619e-08,1.19227521177688e-07,9.2944231053e-08,6.54562757351699e-08,1.3259193630462e-07,1.80879029210008e-07,2.58424326363401e-08,1.94562919422916e-08,7.88291022561174e-08,2.77302948737309e-07,1.42307755201074e-07,2.26610407096811e-07,5.80217370822649e-08,2.20888358861465e-07,1.57491616057137e-07,2.98185767626493e-07,1.78241190595516e-07,1.12975821142165e-07,1.59452371970217e-07,8.39399519034058e-08,3.07082058331242e-08,1.16971011093808e-07,1.34781452585454e-07,2.63271894475442e-07,1.36528620019586e-07,1.51667062668962e-07,1.6263836187318e-07,2.4205454949763e-07,8.40001857597796e-08
1.47299855459506e-07,5.1072852018551e-08,3.05959092220481e-08,8.24052758122517e-08,6.36717937997058e-08,4.42445873445522e-08,1.10824873833355e-07,1.76670028940405e-07,2.34636859171004e-08,1.3896312138708e-08,9.15996681604408e-08,2.68782876964461e-07,1.4269552735689e-07,2.31395433936104e-07,3.92302275123531e-08,2.15833759830524e-07,1.44252355971128e-07,2.97038932914213e-07,1.86949739863544e-07,1.29000292636496e-07,1.80419693290555e-07,8.41803236912792e-08,2.78565576342948e-08,8.06029727272626e-08,1.31129359876794e-07,2.59526969259916e-07,1.53441851340263e-07,2.17181052964048e-07,2.13704504116587e-07,2.32214694400281e-07,5.23409458663097e-08
1.65198535308386e-07,4.71417280446105e-08,3.37157940103545e-08,4.50355659880147e-08,3.7302975729365e-08,4.74952407793066e-08,8.60860042102605e-08,1.71902524110352e-07,5.23768066013978e-08,9.11611419561539e-09,1.04072546620876e-07,2.38315839184905e-07,1.33219574849748e-07,2.2328414801035e-07,2.10372715446835e-08,1.93968245152248e-07,1.15351937452442e-07,2.95657531466487e-07,1.87781973864603e-07,1.44516688154601e-07,1.99493626997042e-07,7.85706320303444e-08,2.06081747529617e-08,4.37518998370063e-08,1.18047908360702e-07,2.56773587649983e-07,1.69068948291678e-07,2.56827127946527e-07,2.40695596520516e-07,2.03293266147465e-07,4.86627877638106e-08
1.83226821509698e-07,4.3050134000189e-08,3.7196416597762e-08,3.03152278901699e-08,2.90820314781144e-08,6.20678377458293e-08,6.10965105198294e-08,1.67100257424118e-07,8.42011949951202e-08,8.13129998492299e-09,1.16228964144653e-07,1.99487721108694e-07,1.19702661883079e-07,2.10285438812502e-07,1.29576780699804e-08,1.65445514699446e-07,8.37804499390438e-08,2.94693502112674e-07,1.85861435137796e-07,1.60261334897231e-07,2.17840591855621e-07,7.00630048284428e-08,1.59742347437183e-08,2.72455193225997e-08,1.02744364592549e-07,2.55614146244732e-07,1.84830511904291e-07,2.79688352849408e-07,2.53148055269132e-07,1.68501511668966e-07,5.67491484508235e-08
2.00978291396008e-07,3.98173119583122e-08,4.02020602431002e-08,6.96353281006384e-08,6.57106989657727e-08,1.064566155845e-07,3.60724676245881e-08,1.62676680032586e-07,1.22165122893101e-07,1.68164215065187e-08,1.29316423712096e-07,1.41453514434278e-07,9.7912064317667e-08,1.86471336983428e-07,2.89183372394457e-08,1.22591681711897e-07,5.11059194610537e-08,2.95512184672462e-07,1.77910733315877e-07,1.76224511323827e-07,2.3549253191222e-07,5.76522699161913e-08,2.11042776439172e-08,6.01096203201794e-08,7.87540448793369e-08,2.59121663470351e-07,2.00512168141486e-07,2.63315417707175e-07,2.3179541930565e-07,1.18761237485243e-07,9.28071123388594e-08
2.18450825446487e-07,3.63210479759841e-08,4.26146386998955e-08,1.15035203198337e-07,1.06599592884755e-07,1.53567548922411e-07,1.842195619838e-08,1.58399641755962e-07,1.60933285528959e-07,2.53464513792427e-08,1.43083217475799e-07,9.40356394845896e-08,7.44295404099715e-08,1.59426636135085e-07,4.90277338397236e-08,8.39381623778829e-08,4.10303559951273e-08,2.96623030100439e-07,1.68172636615228e-07,1.91621267684061e-07,2.52637672021421e-07,4.55841081271903e-08,3.07602311005275e-08,9.94579674343534e-08,5.42147228700243e-08,2.63481135057052e-07,2.15554953093911e-07,2.32643873226193e-07,1.98816779331751e-07,7.73929706712285e-08,1.28484969214725e-07
2.3590058484953e-07,3.02043782618944e-08,4.49434642623477e-08,1.68731743646607e-07,1.52167312953701e-07,2.04121351051494e-07,3.38205672622264e-08,1.54439689084344e-07,2.02564887047117e-07,3.53351338992018e-08,1.56935730950419e-07,8.95571671828332e-08,4.56806819152741e-08,1.23405096489112e-07,7.17684773102569e-08,6.37623485625473e-08,9.91587809251278e-08,2.98868656368906e-07,1.53793049756149e-07,2.07143714540216e-07,2.67686960286471e-07,3.03023561568653e-08,4.95513688170665e-08,1.45155047246865e-07,3.56529162709593e-08,2.71193238871564e-07,2.29657183081563e-07,1.60789185928214e-07,1.31125980620336e-07,7.27799260125279e-08,1.58551879109195e-07
2.53507731577185e-07,2.45420118623142e-08,4.76491585971741e-08,2.23361175150151e-07,1.98758950146056e-07,2.55779998663413e-07,5.53199638049888e-08,1.50603112878191e-07,2.45219339137085e-07,4.65376070216826e-08,1.70531418218844e-07,1.07177681429543e-07,2.73703591569418e-08,8.69038221011504e-08,9.34085249943275e-08,6.29700088792404e-08,1.63362479986597e-07,3.01672755129268e-07,1.38926936789163e-07,2.23369098533843e-07,2.82070740122289e-07,1.97157759404151e-08,7.06884667585593e-08,1.90655626466738e-07,2.74142051181778e-08,2.80386025457075e-07,2.44053081481779e-07,1.08096003551317e-07,8.48507924848282e-08,8.47832932712596e-08,1.88032418026668e-07
2.71005283449876e-07,2.2579892740549e-08,5.01107408048597e-08,2.79544383060107e-07,2.46479841598333e-07,3.09099067559289e-07,8.34865766468312e-08,1.47952644151421e-07,2.89801981527073e-07,5.76279497150732e-08,1.85257262911982e-07,1.92761187561207e-07,4.39202816232333e-08,5.06160591469733e-08,1.15754300673946e-07,1.23733201702539e-07,2.37710513789201e-07,3.07596369620341e-07,1.23660217215138e-07,2.40828462089401e-07,2.96219617509244e-07,2.64734406156825e-08,9.33668723890612e-08,2.37081574975184e-07,5.64549641766504e-08,2.95152346415692e-07,2.60516816364552e-07,1.28220368158971e-07,1.19450950281819e-07,1.49766620625345e-07,2.13869656371187e-07
2.8828463984305e-07,2.3442887574812e-08,5.20792646865253e-08,3.36001526224427e-07,2.93918512923037e-07,3.62262542714968e-07,1.11883673723414e-07,1.45659804090146e-07,3.34479201323152e-07,6.745490936352e-08,2.00665450110271e-07,2.87885308276537e-07,6.49936274063856e-08,2.28463683816226e-08,1.39667821743677e-07,1.92375476326046e-07,3.13375121969416e-07,3.14064903648036e-07,1.08494054205367e-07,2.57770184376446e-07,3.09996712231556e-07,3.42966507592429e-08,1.14382847564361e-07,2.84245585645027e-07,9.38372271671555e-08,3.10374859616876e-07,2.76943290578092e-07,1.70686817954534e-07,1.73381363682158e-07,2.23560714308885e-07,2.37713420144698e-07
3.05622828329063e-07,2.40901631259091e-08,5.36599298475027e-08,3.9302929985263e-07,3.42032068097717e-07,4.16703542853918e-07,1.40121385510483e-07,1.44509334452594e-07,3.81030541271089e-07,7.75606774066612e-08,2.17023614851012e-07,3.87878075585919e-07,9.85688686940137e-08,5.06380304545279e-08,1.63595040637609e-07,2.65176854834226e-07,3.91963555714668e-07,3.23238678564495e-07,9.55892147212207e-08,2.76414505831109e-07,3.22843374441593e-07,5.06129589239088e-08,1.3701323652215e-07,3.32091333046802e-07,1.33116579692339e-07,3.29291683179368e-07,2.95232932529105e-07,2.91688482623752e-07,2.8436561842295e-07,2.99437999263445e-07,2.60575936302433e-07
3.23130031493204e-07,2.56348714916406e-08,5.57458494806232e-08,4.50139340738305e-07,3.90622750237008e-07,4.71611339110173e-07,1.68779215989837e-07,1.4304103570767e-07,4.27941479186485e-07,8.88696682637855e-08,2.32674098538562e-07,4.88375368832761e-07,1.34876525154614e-07,8.57964807590059e-08,1.85843326173262e-07,3.3913232163682e-07,4.71079706050762e-07,3.31807845715026e-07,8.23608229602423e-08,2.95193429077275e-07,3.34603760301067e-07,7.08400945681594e-08,1.61546204244881e-07,3.78457729579428e-07,1.6947294336838e-07,3.47787341259074e-07,3.12716529379771e-07,4.21056348004939e-07,4.02290579238136e-07,3.73081921897265e-07,2.83022100676721e-07
3.35681308628964e-07,3.35998206410222e-08,8.52409567578344e-08,4.53062933870066e-07,4.01573450886782e-07,4.77018432173912e-07,1.89067436944333e-07,1.11626762664163e-07,4.26078845088284e-07,1.21090548776365e-07,1.95229044248696e-07,4.89604050468495e-07,1.76105205292011e-07,9.72020923311536e-08,1.46765476718429e-07,3.52516927157043e-07,4.61025475660363e-07,3.13969849661308e-07,7.26777846051511e-08,2.93490640319029e-07,3.13478693990608e-07,1.07003728039175e-07,1.95968153105364e-07,3.52675868609207e-07,1.18603474497723e-07,3.72919515990217e-07,3.28446969933283e-07,4.27016624759309e-07,4.20221526125021e-07,3.36613837111621e-07,3.01850840942543e-07
3.17746621609456e-07,3.44976889687094e-08,8.21290786940996e-08,3.95877832669379e-07,3.51863459865702e-07,4.20920430270493e-07,1.59657053835573e-07,1.13217521654644e-07,3.78240992980618e-07,1.07084327244619e-07,1.80437063900372e-07,3.88788492843489e-07,1.34370312821595e-07,5.97168577405083e-08,1.27109174485897e-07,2.76904235091012e-07,3.80614827003854e-07,3.04858654269718e-07,8.55417286249372e-08,2.72811336902197e-07,3.01473235201329e-07,8.13453223379695e-08,1.66718173177368e-07,3.07640901908414e-07,8.89252109958858e-08,3.52224359207271e-07,3.09663661781353e-07,2.96988397614318e-07,2.99051231402218e-07,2.67275622410864e-07,2.76542789985064e-07
2.99597151442962e-07,3.81244147833043e-08,7.8571032450821e-08,3.38743412873591e-07,3.01672955817387e-07,3.64352597438018e-07,1.29900041325481e-07,1.14876992673624e-07,3.30121505475073e-07,9.17881505443272e-08,1.66043909746148e-07,2.88523329625435e-07,9.22488987488764e-08,2.90996159417614e-08,1.08880856706447e-07,2.01001588662131e-07,2.99944429708543e-07,2.95485312460746e-07,9.83084428752545e-08,2.51133983209772e-07,2.88848414404084e-07,5.40802734243548e-08,1.35411957453812e-07,2.6295853921661e-07,6.29273760803748e-08,3.30594884000685e-07,2.90051164983918e-07,1.77533742360409e-07,1.8466881638444e-07,1.99782570783783e-07,2.49355528253251e-07
2.81455286400868e-07,4.38936180538715e-08,7.4753778656877e-08,2.82173549995807e-07,2.52038463605163e-07,3.08970664205964e-07,9.98053909819744e-08,1.1793419563418e-07,2.83800893022068e-07,7.6434480175582e-08,1.53067558867921e-07,1.92974604321161e-07,5.42037608880513e-08,4.67728447265905e-08,9.14729439290636e-08,1.28838239549563e-07,2.22312205467418e-07,2.89840078084861e-07,1.13903680968794e-07,2.3184477864996e-07,2.76660556399676e-07,3.12391697599223e-08,1.05442741359818e-07,2.20306230109136e-07,4.03275503883926e-08,3.15051792171917e-07,2.74527224120555e-07,1.27837728619449e-07,1.22819625641765e-07,1.35514810659565e-07,2.23125025037515e-07
2.63490270700842e-07,4.96568957072689e-08,7.13065756801861e-08,2.25888315320796e-07,2.03091119824869e-07,2.54434509551946e-07,7.04509038460441e-08,1.21111443283507e-07,2.38341165484262e-07,6.22996120266231e-08,1.39818982172515e-07,1.04413791905994e-07,2.28865704210772e-08,7.79935011684581e-08,7.2629758960124e-08,6.36965604069313e-08,1.46606547222515e-07,2.84766438789807e-07,1.29772215091289e-07,2.13450059397233e-07,2.63838629318636e-07,1.4727918157639e-08,7.78128576886108e-08,1.76848677848061e-07,1.81542127091414e-08,3.00910986523649e-07,2.59414901015026e-07,1.01847280607945e-07,8.15485546623433e-08,7.41189177551234e-08,1.96779207578329e-07
2.45514480187919e-07,5.47683040652593e-08,6.776168105129e-08,1.71277073591286e-07,1.55670224478506e-07,2.01895269988679e-07,4.54957521616653e-08,1.25020532890012e-07,1.94991491974408e-07,4.89272925428367e-08,1.27049889054212e-07,8.98250718096594e-08,4.11212623774889e-08,1.14601867528388e-07,5.32709470131781e-08,6.66932204285659e-08,8.78257248892822e-08,2.81687006075191e-07,1.44488625938018e-07,1.96087164503031e-07,2.49474759941131e-07,2.83079825191587e-08,5.38394263032609e-08,1.32960586863331e-07,2.75169598387943e-08,2.90783918654254e-07,2.44449126121356e-07,1.57944897982413e-07,1.32754879881904e-07,6.51828037222147e-08,1.65487345907952e-07
2.26319026646296e-07,5.55952029561152e-08,6.05282905581722e-08,1.18344351038885e-07,1.09306478300418e-07,1.51389877477675e-07,2.28828093229366e-08,1.33910571900296e-07,1.54375046404067e-07,3.35283891050566e-08,1.19763648228027e-07,9.63008579060913e-08,6.9432755262207e-08,1.51498078896957e-07,3.80872586857837e-08,8.62733242415881e-08,4.22409017174109e-08,2.82715812292322e-07,1.60281889011266e-07,1.81505904635265e-07,2.38575086797983e-07,4.71287135212717e-08,3.27248349448114e-08,9.32703183840743e-08,4.62269588373845e-08,2.80630834247053e-07,2.28740934750124e-07,2.27302598216035e-07,1.99528251661174e-07,7.34043463157221e-08,1.32663903898107e-07
2.08032979194261e-07,6.34954528712802e-08,5.80316435577879e-08,6.9632279857945e-08,6.48971375514612e-08,9.93865147367906e-08,3.05614703826861e-08,1.35502060539547e-07,1.10905624336285e-07,1.98662442111186e-08,1.05035954909912e-07,1.43353792681858e-07,9.68925220010077e-08,1.79919983526655e-07,2.3459665184435e-08,1.26318914905001e-07,6.35048570083028e-08,2.79781431054685e-07,1.69817461755392e-07,1.61879039598681e-07,2.20138699747605e-07,6.69487951574898e-08,2.57092661547333e-08,5.58600038288995e-08,6.32918071031414e-08,2.77305576618715e-07,2.14123571658878e-07,2.61979580833062e-07,2.39115297640772e-07,1.09722869704576e-07,9.25476339319814e-08
1.90497736132846e-07,6.90740780155524e-08,5.47031668690266e-08,2.838549752208e-08,2.67876120903028e-08,5.36267641716893e-08,5.0146826584055e-08,1.39004804902244e-07,7.23317871863693e-08,8.39814601686278e-09,9.27904499677235e-08,2.0080384056796e-07,1.21919802899693e-07,2.03823594838135e-07,1.1225534184064e-08,1.69948740196652e-07,1.03686622210376e-07,2.78989207131914e-07,1.77862058149864e-07,1.45199467971859e-07,2.03488497776159e-07,8.33214616973275e-08,2.50457580141491e-08,2.45833910286548e-08,8.10118652385069e-08,2.75448823804331e-07,1.99957411492011e-07,2.79590969263179e-07,2.62547855363835e-07,1.54726615743964e-07,5.47700521258301e-08
1.72130949480818e-07,7.31423519680527e-08,5.04346605980055e-08,4.45192956540002e-08,3.77912863514885e-08,4.41382609899688e-08,7.52389438545221e-08,1.43802172619013e-07,4.44846394185307e-08,1.1270637489126e-08,8.15568541633617e-08,2.38995385062978e-07,1.37696492537075e-07,2.16632968433064e-07,1.89619297605724e-08,1.9822405987401e-07,1.35039070534964e-07,2.79741251067547e-07,1.7973098990398e-07,1.29296664774897e-07,1.85447365161846e-07,9.27852564251612e-08,3.03283742969281e-08,4.15923096460815e-08,9.42235530300716e-08,2.76098227756e-07,1.83474699253817e-07,2.55501244855038e-07,2.48634845666524e-07,1.87283721296483e-07,4.89033124596455e-08
1.53460690019546e-07,7.70065640732368e-08,4.55050046291237e-08,8.08417315317748e-08,6.70853366429135e-08,5.07557798525005e-08,1.00664834264229e-07,1.48606739436862e-07,2.47582510898669e-08,1.97360546836237e-08,7.12115724974708e-08,2.68867326011523e-07,1.49979512535922e-07,2.24821074158695e-07,3.34050272082236e-08,2.20346959249841e-07,1.63052405068352e-07,2.80708616634737e-07,1.79031577299763e-07,1.13460037835167e-07,1.67188959898968e-07,1.00704617559099e-07,4.03223841109106e-08,7.56482728925809e-08,1.03071492475456e-07,2.77747830518452e-07,1.66227772128156e-07,2.15393920368631e-07,2.20137238357093e-07,2.12299704733312e-07,5.6361454230741e-08
1.34499346847703e-07,8.03287417182197e-08,3.99835174692668e-08,1.17124377293273e-07,9.88577689747632e-08,7.73190168653813e-08,1.23757074479796e-07,1.53370007451352e-07,3.62399889873949e-08,3.00384354245613e-08,6.18685248416938e-08,2.78241399536195e-07,1.52724767650763e-07,2.21599811839805e-07,4.63872158327064e-08,2.26621600762116e-07,1.75369436330086e-07,2.82883613752412e-07,1.71767800091451e-07,9.84818444430059e-08,1.48532567875539e-07,1.02542156823135e-07,4.68325180685015e-08,1.083722039694e-07,1.04855202589925e-07,2.82929623425916e-07,1.48236931435225e-07,1.51307902622062e-07,1.68279631135781e-07,2.21531722879393e-07,9.0714885129737e-08
1.15638692731212e-07,8.33758512016334e-08,3.47460398748965e-08,1.5351791091886e-07,1.31196215448656e-07,1.12162256409422e-07,1.45406008432352e-07,1.58032151257253e-07,6.10075023459556e-08,4.01697893535501e-08,5.22846477673378e-08,2.77243966642281e-07,1.50394199398395e-07,2.12399811474071e-07,5.99861679770619e-08,2.24695970633594e-07,1.80062104061892e-07,2.85580166545007e-07,1.60974289110332e-07,8.37949510033183e-08,1.2924509437663e-07,1.00812141255628e-07,5.04309855071647e-08,1.41251648771474e-07,1.03738289814615e-07,2.89780884396563e-07,1.30204599852815e-07,7.53281553440572e-08,1.05198519325951e-07,2.23282045696668e-07,1.37741652606526e-07
9.68122105525862e-08,8.58786805898942e-08,2.97364895864661e-08,1.83143155235822e-07,1.57379002305537e-07,1.40557727694188e-07,1.6285981840483e-07,1.61577243440584e-07,8.26824996652827e-08,4.78523158964492e-08,4.23778292554762e-08,2.55044318693433e-07,1.37968598404621e-07,1.90588611865972e-07,7.19519256956759e-08,2.0611724923851e-07,1.69015915263326e-07,2.8700958082585e-07,1.4231543720319e-07,6.87847884431339e-08,1.08072325386896e-07,9.22304162681274e-08,4.87021919762556e-08,1.68604273506931e-07,9.442542373753e-08,2.95042902882018e-07,1.10181640934118e-07,8.43186515132493e-08,8.20403055549026e-08,2.06046563439013e-07,1.79148386767844e-07
7.76560583752125e-08,8.81021815060402e-08,2.39612680356219e-08,2.09497386447177e-07,1.80995477130017e-07,1.66251157242155e-07,1.7856416248309e-07,1.64713310137649e-07,1.03256003877151e-07,5.55278207780757e-08,3.35820069368268e-08,2.23248769291643e-07,1.21010577489317e-07,1.63563506374073e-07,8.14177272809281e-08,1.79882818925278e-07,1.49851007986574e-07,2.88105233912045e-07,1.20701645609169e-07,5.46183511948563e-08,8.7082533258411e-08,8.00322178034576e-08,4.36873172329096e-08,1.91838316946819e-07,8.25666401155485e-08,2.99945702007476e-07,8.90209820461728e-08,1.30954482083235e-07,8.02874975192277e-08,1.81152837946457e-07,2.17611263693027e-07
5.83976491851355e-08,8.97335106950047e-08,1.78764983679434e-08,2.30005081486393e-07,1.99478497980083e-07,1.86262132668886e-07,1.91064665729522e-07,1.67626349932629e-07,1.19195961993025e-07,6.17262693835643e-08,2.54170980886289e-08,1.79397066751384e-07,9.82710110496851e-08,1.29862084180958e-07,8.87659812717302e-08,1.44152374682031e-07,1.21102955433901e-07,2.90340638920291e-07,9.51664181061837e-08,4.12518197293883e-08,6.62230438542948e-08,6.36653517193662e-08,3.50232783223518e-08,2.10822355400981e-07,6.70505599854509e-08,3.06477507172998e-07,6.75290361196755e-08,1.92100013781776e-07,1.14937646750657e-07,1.4694437988739e-07,2.50750648021408e-07
3.93276069587288e-08,9.0950325477049e-08,1.21899301997266e-08,2.46781201793364e-07,2.14470999645167e-07,2.02389693382324e-07,2.01460093721589e-07,1.70528429474779e-07,1.31924799806245e-07,6.63688219253443e-08,1.68650844007296e-08,1.28015154786099e-07,7.20223825008807e-08,9.17623454096279e-08,9.57339961378282e-08,1.02748992740984e-07,8.71683596705396e-08,2.93727779223049e-07,6.68639098838905e-08,2.77479905126824e-08,4.50222425998132e-08,4.55703489644803e-08,2.50805810144466e-08,2.28150866112518e-07,4.78882940526209e-08,3.14649525439917e-07,4.65130747008316e-08,2.61312931942524e-07,1.7178557636122e-07,1.06172761148333e-07,2.80859772300474e-07
2.22255283679902e-08,9.15533143650255e-08,6.90181874582892e-09,2.53365456983887e-07,2.20392073098437e-07,2.08889444301931e-07,2.05319171879326e-07,1.7109059046487e-07,1.37188227266454e-07,6.83168743938479e-08,9.46642465453549e-09,7.29902502191784e-08,4.21919874389615e-08,5.21840812111778e-08,9.77926315532844e-08,5.85429397076422e-08,4.97920359846771e-08,2.93400743470941e-07,3.79714475197651e-08,1.55932903031016e-08,2.53476441409499e-08,2.59677060464409e-08,1.44588515479908e-08,2.33433437214025e-07,2.71951275541201e-08,3.15252189729878e-07,2.61749374535378e-08,2.91218856649644e-07,1.97369909600718e-07,6.03061457057691e-08,2.90761639335051e-07
8.23302426078218e-09,9.18901220703842e-08,2.59247230541715e-09,2.58364642185159e-07,2.24901185907231e-07,2.13724930392015e-07,2.08498915305922e-07,1.72060572290334e-07,1.40979443072776e-07,6.97813864509278e-08,3.42774086203374e-09,2.76687369289603e-08,1.67506556207065e-08,1.96639253383399e-08,9.97041772493067e-08,2.22427786533334e-08,1.90440897719997e-08,2.94706649090607e-07,1.42056726288464e-08,5.68597735354439e-09,9.39170173599935e-09,9.97027734309361e-09,6.12713899505089e-09,2.38831376099179e-07,1.01288016718836e-08,3.18117508294157e-07,9.82096879544674e-09,3.14077634493029e-07,2.16530783766047e-07,2.28948004334072e-08,3.0050032697701e-07
2.26840302927813e-08,9.15694303436053e-08,7.23453081769816e-09,2.53526070176818e-07,2.2052595000286e-07,2.09039692977141e-07,2.05400203551818e-07,1.71093521447208e-07,1.37309873449087e-07,6.83126831612859e-08,9.31814522546851e-09,7.45233947764257e-08,3.50423810969832e-08,5.29595433463757e-08,9.75214253570798e-08,6.03199603778413e-08,5.13774340421134e-08,2.93452469100939e-07,3.79461004836295e-08,1.51492319068785e-08,2.55861137991748e-08,2.71401085304555e-08,1.80337472143215e-08,2.33669735718628e-07,2.64756496626276e-08,3.15106370694987e-07,2.69365513385533e-08,2.91908703803674e-07,1.97929099859176e-07,6.08862019740764e-08,2.90869133613839e-07
3.93525135948375e-08,9.0976963334171e-08,1.22210910612445e-08,2.46635388790131e-07,2.14362288618107e-07,2.02307220211811e-07,2.01307913010105e-07,1.70341284828444e-07,1.31891888495941e-07,6.63583230346683e-08,1.68209550222033e-08,1.27995933519067e-07,5.87745628582569e-08,9.14330336646222e-08,9.47209172190415e-08,1.03409077538399e-07,8.7431370782358e-08,2.93431623196339e-07,6.58179247222658e-08,2.7092210312886e-08,4.49738167673562e-08,4.58219934962069e-08,2.95979959822123e-08,2.27698578439821e-07,4.69768239550193e-08,3.13728261965629e-07,4.65947314256698e-08,2.60865897826887e-07,1.71649002112705e-07,1.0579508150604e-07,2.79856227396847e-07
5.83912735994077e-08,8.97556885705181e-08,1.78931670211336e-08,2.30313631666489e-07,1.99775751650634e-07,1.86570368263885e-07,1.91244899692661e-07,1.67678946032301e-07,1.19440644698257e-07,6.18039610447391e-08,2.53720934942931e-08,1.79790314526012e-07,8.59114784536455e-08,1.29856344899097e-07,8.77809783031195e-08,1.45086167473325e-07,1.21511660259034e-07,2.90675575979126e-07,9.43246942307736e-08,4.06234180893364e-08,6.62208566131755e-08,6.40358417237817e-08,3.96100966760061e-08,2.11340972173367e-07,6.64150212847318e-08,3.06380441976029e-07,6.76059229379421e-08,1.93240079529423e-07,1.15938532077247e-07,1.47298754022199e-07,2.51107686259807e-07
